title, statement, issue, date, link
 President Donald J Trump Approves Louisiana Emergency Declaration, Statements & Releases, None,                 Jun 7  2020, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-approves-louisiana-emergency-declaration-5/
Presidential Message on National Cancer Survivors Day  2020, Statements & Releases, None,                 Jun 7  2020, https://www.whitehouse.gov/briefings-statements/presidential-message-national-cancer-survivors-day-2020/
Remarks By President Trump At Puritan Medical Products, Remarks, None,                 Jun 5  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-puritan-medical-products/
Remarks By President Trump In A Roundtable On Supporting America’s Commercial Fishermen, Statements & Releases, None,                 Jun 5  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-roundtable-supporting-americas-commercial-fishermen/
Statement by the President, Statements & Releases, None,                 Jun 5  2020, https://www.whitehouse.gov/briefings-statements/statement-by-the-president-40/
Proclamation on Modifying The Northeast Canyons And Seamounts Marine National Monument, Proclamations, None,                 Jun 5  2020, https://www.whitehouse.gov/presidential-actions/proclamation-modifying-northeast-canyons-seamounts-marine-national-monument/
President Donald J Trump Announces Appointments for the Executive Office of the President, Nominations & Appointments, None,                 Jun 5  2020, https://www.whitehouse.gov/presidential-actions/president-donald-j-trump-announces-appointments-executive-office-president-8/
Presidential Determination Pursuant to Section 1245(d)(4)(B) and (C) of the National Defense Authorization Act for Fiscal Year 2012, Presidential Memoranda, None,                 Jun 5  2020, https://www.whitehouse.gov/presidential-actions/presidential-determination-pursuant-section-1245d4b-c-national-defense-authorization-act-fiscal-year-2012-2/
Remarks by Vice President Pence in Listening Session with Faith and Community Leaders | Beltsville  MD, Remarks, None,                 Jun 5  2020, https://www.whitehouse.gov/briefings-statements/remarks-vice-president-pence-listening-session-faith-community-leaders-beltsville-md/
Bill Announcement, Statements & Releases, None,                 Jun 5  2020, https://www.whitehouse.gov/briefings-statements/bill-announcement-98/
Trouncing Expectations by 10 Million Jobs  the Labor Market’s Comeback Has Begun, Economy & Jobs, None,                 Jun 5  2020, https://www.whitehouse.gov/articles/trouncing-expectations-10-million-jobs-labor-markets-comeback-begun/
Readout from the First Lady’s Zoom Meeting with Experts on Social Emotional Learning, Statements & Releases, None,                 Jun 4  2020, https://www.whitehouse.gov/briefings-statements/readout-first-ladys-zoom-meeting-experts-social-emotional-learning/
Statement from the Press Secretary Commemorating the 31st Anniversary of the Tiananmen Square Massacre, Statements & Releases, None,                 Jun 4  2020, https://www.whitehouse.gov/briefings-statements/statement-press-secretary-commemorating-31st-anniversary-tiananmen-square-massacre/
Memorandum on Protecting United States Investors from Significant Risks from Chinese Companies, Presidential Memoranda, None,                 Jun 4  2020, https://www.whitehouse.gov/presidential-actions/memorandum-protecting-united-states-investors-significant-risks-chinese-companies/
EO on Accelerating the Nation’s Economic Recovery from the COVID-19 Emergency by Expediting Infrastructure Investments and Other Activities, Executive Orders, None,                 Jun 4  2020, https://www.whitehouse.gov/presidential-actions/eo-accelerating-nations-economic-recovery-covid-19-emergency-expediting-infrastructure-investments-activities/
President Donald J Trump Announces Intent to Appoint Individuals to Key Administration Posts, Nominations & Appointments, None,                 Jun 4  2020, https://www.whitehouse.gov/presidential-actions/president-donald-j-trump-announces-intent-appoint-individuals-key-administration-posts-13/
Readout from the Vice President’s Governors Briefing on COVID-19 Response & Recovery, Statements & Releases, None,                 Jun 3  2020, https://www.whitehouse.gov/briefings-statements/readout-vice-presidents-governors-briefing-covid-19-response-recovery/
Press Briefing by Press Secretary Kayleigh McEnany, Press Briefings, None,                 Jun 3  2020, https://www.whitehouse.gov/briefings-statements/press-briefing-press-secretary-kayleigh-mcenany-060320/
Readout from the First Lady’s Briefing on Youth Hurricane Preparedness, Statements & Releases, None,                 Jun 3  2020, https://www.whitehouse.gov/briefings-statements/readout-first-ladys-briefing-youth-hurricane-preparedness/
Memorandum on Governors’ Use of the National Guard to Respond to COVID-19 and to Facilitate Economic Recovery, Presidential Memoranda, None,                 Jun 2  2020, https://www.whitehouse.gov/presidential-actions/memorandum-governors-use-national-guard-respond-covid-19-facilitate-economic-recovery/
Executive Order on Advancing International Religious Freedom, Executive Orders, None,                 Jun 2  2020, https://www.whitehouse.gov/presidential-actions/executive-order-advancing-international-religious-freedom/
Ten Nominations and One Withdrawal Sent to the Senate, Nominations & Appointments, None,                 Jun 2  2020, https://www.whitehouse.gov/presidential-actions/ten-nominations-one-withdrawal-sent-senate-2/
Statement by the President, Remarks, None,                 Jun 1  2020, https://www.whitehouse.gov/briefings-statements/statement-by-the-president-39/
Press Briefing by Press Secretary Kayleigh McEnany, Press Briefings, None,                 Jun 1  2020, https://www.whitehouse.gov/briefings-statements/press-briefing-press-secretary-kayleigh-mcenany-060120/
Presidential Message on Global Coptic Day  2020, Statements & Releases, None,                 Jun 1  2020, https://www.whitehouse.gov/briefings-statements/presidential-message-global-coptic-day-2020/
Joint Statement From the United States of America and the Federative Republic of Brazil Regarding Health Cooperation, Statements & Releases, None,                 May 31  2020, https://www.whitehouse.gov/briefings-statements/joint-statement-united-states-america-federative-republic-brazil-regarding-health-cooperation/
Remarks by President Trump Before Marine One Departure, Remarks, None,                 May 30  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-marine-one-departure-93/
Remarks by President Trump After Viewing SpaceX Demonstration Mission 2 Lauch, Remarks, None,                 May 30  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-viewing-spacex-demonstration-mission-2-lauch/
Remarks by President Trump Before Air Force One Departure, Remarks, None,                 May 30  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-air-force-one-departure-16/
Remarks by President Trump at Kennedy Space Center, Remarks, None,                 May 30  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-kennedy-space-center/
Remarks by Vice President Pence at Kennedy Space Center | Cape Canaveral  FL, Remarks, None,                 May 30  2020, https://www.whitehouse.gov/briefings-statements/remarks-vice-president-pence-kennedy-space-center-cape-canaveral-fl/
Remarks by President Trump on Actions Against China, Remarks, None,                 May 30  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-actions-china/
Remarks by President Trump in Roundtable Discussion with Industry Executives on Reopening, Remarks, None,                 May 30  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-roundtable-discussion-industry-executives-reopening/
Statement from the Press Secretary, Statements & Releases, None,                 May 29  2020, https://www.whitehouse.gov/briefings-statements/statement-press-secretary-128/
Proclamation on National Caribbean-American Heritage Month  2020, Proclamations, None,                 May 29  2020, https://www.whitehouse.gov/presidential-actions/proclamation-national-caribbean-american-heritage-month-2020/
Proclamation on African-American Music Appreciation Month  2020, Proclamations, None,                 May 29  2020, https://www.whitehouse.gov/presidential-actions/proclamation-african-american-music-appreciation-month-2020/
Proclamation on Great Outdoors Month  2020, Proclamations, None,                 May 29  2020, https://www.whitehouse.gov/presidential-actions/proclamation-great-outdoors-month-2020/
Proclamation on National Ocean Month  2020, Proclamations, None,                 May 29  2020, https://www.whitehouse.gov/presidential-actions/proclamation-national-ocean-month-2020/
Proclamation on National Homeownership Month  2020, Proclamations, None,                 May 29  2020, https://www.whitehouse.gov/presidential-actions/proclamation-national-homeownership-month-2020/
Bill Announcement, Statements & Releases, None,                 May 29  2020, https://www.whitehouse.gov/briefings-statements/bill-announcement-97/
Presidential Veto Message to the House of Representatives for HJ Res 76, Statements & Releases, None,                 May 29  2020, https://www.whitehouse.gov/briefings-statements/presidential-veto-message-house-representatives-h-j-res-76/
Statement from the President Regarding Veto of HJ Res 76, Statements & Releases, None,                 May 29  2020, https://www.whitehouse.gov/briefings-statements/statement-president-regarding-veto-h-j-res-76/
President Donald J Trump Is Protecting America From China’s Efforts To Steal Technology And Intellectual Property, Fact Sheets, None,                 May 29  2020, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-protecting-america-chinas-efforts-steal-technology-intellectual-property/
Proclamation on the Suspension of Entry as Nonimmigrants of Certain Students and Researchers from the People’s Republic of China, Proclamations, None,                 May 29  2020, https://www.whitehouse.gov/presidential-actions/proclamation-suspension-entry-nonimmigrants-certain-students-researchers-peoples-republic-china/
Remarks by Vice President Pence at a Roundtable Discussion with Small-Business Owners on Reopening America | Atlanta  GA, Remarks, None,                 May 29  2020, https://www.whitehouse.gov/briefings-statements/remarks-vice-president-pence-roundtable-discussion-small-business-owners-reopening-america-atlanta-ga/
Remarks by Vice President Pence at a Memorial Service for Ravi Zacharias | Atlanta  GA, Remarks, None,                 May 29  2020, https://www.whitehouse.gov/briefings-statements/remarks-vice-president-pence-memorial-service-ravi-zacharias-atlanta-ga/
Remarks by President Trump Announcing an Executive Order on Preventing Online Censorship, Remarks, None,                 May 28  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-announcing-executive-order-preventing-online-censorship/
Remarks by President Trump and Vice President Pence During Briefing on the 2020 Hurricane Season, Remarks, None,                 May 28  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-vice-president-pence-briefing-2020-hurricane-season/
Executive Order on Preventing Online Censorship, Executive Orders, None,                 May 28  2020, https://www.whitehouse.gov/presidential-actions/executive-order-preventing-online-censorship/
Readout from the Vice President’s Call with Summer Camp Owners and Operators, Statements & Releases, None,                 May 28  2020, https://www.whitehouse.gov/briefings-statements/readout-vice-presidents-call-summer-camp-owners-operators/
Press Briefing by Press Secretary Kayleigh McEnany, Press Briefings, None,                 May 28  2020, https://www.whitehouse.gov/briefings-statements/press-briefing-press-secretary-kayleigh-mcenany-052820/
President Donald J Trump Announces Intent to Nominate and Appoint the Following Individuals to Key Administration Posts, Nominations & Appointments, None,                 May 28  2020, https://www.whitehouse.gov/presidential-actions/president-donald-j-trump-announces-intent-nominate-appoint-following-individuals-key-administration-posts-4/
President Donald J Trump Announces Judicial Nominees, Nominations & Appointments, None,                 May 28  2020, https://www.whitehouse.gov/presidential-actions/president-donald-j-trump-announces-judicial-nominees-14/
Remarks by President Trump During SpaceX Demonstration Mission 2 Launch Briefing | Merritt Island  FL, Remarks, None,                 May 27  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-spacex-demonstration-mission-2-launch-briefing-merritt-island-fl/
President Donald J Trump Announces Intent to Nominate and Appoint Individuals to Key Administration Posts, Nominations & Appointments, None,                 May 27  2020, https://www.whitehouse.gov/presidential-actions/president-donald-j-trump-announces-intent-nominate-appoint-individuals-key-administration-posts-40/
Vice President Mike Pence Announces the Following Individuals to Key Posts, Statements & Releases, None,                 May 27  2020, https://www.whitehouse.gov/briefings-statements/vice-president-mike-pence-announces-following-individuals-key-posts/
Readout from the Governors Briefing on COVID-19 Response & Re-Opening Efforts, Statements & Releases, None,                 May 26  2020, https://www.whitehouse.gov/briefings-statements/readout-governors-briefing-covid-19-response-re-opening-efforts/
Remarks by President Trump on Protecting Seniors with Diabetes, Remarks, None,                 May 26  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-protecting-seniors-diabetes/
Press Briefing by Press Secretary Kayleigh McEnany, Press Briefings, None,                 May 26  2020, https://www.whitehouse.gov/briefings-statements/press-briefing-press-secretary-kayleigh-mcenany-052620/
President Donald J Trump Is Reducing The Cost Of Insulin And Improving Healthcare For Our Nation’s Seniors, Fact Sheets, None,                 May 26  2020, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-reducing-cost-insulin-improving-healthcare-nations-seniors/
On-the-Record Press Call on the President’s Action to Protect Seniors with Diabetes, Statements & Releases, None,                 May 26  2020, https://www.whitehouse.gov/briefings-statements/record-press-call-presidents-action-protect-seniors-diabetes/
United States Strategic Approach to the People’s Republic of China, Foreign Policy, None,                 May 26  2020, https://www.whitehouse.gov/articles/united-states-strategic-approach-to-the-peoples-republic-of-china/
President  Amendment to Proclamation by the President of May 24  2020, Proclamations, None,                 May 25  2020, https://www.whitehouse.gov/presidential-actions/president-amendment-proclamation-president-may-24-2020/
Remarks by President Trump at a Memorial Day Ceremony | Baltimore  MD, Remarks, None,                 May 25  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-memorial-day-ceremony-baltimore-md/
Proclamation on Suspension of Entry as Immigrants and Nonimmigrants of Certain Additional Persons Who Pose a Risk of Transmitting Novel Coronavirus, Proclamations, None,                 May 24  2020, https://www.whitehouse.gov/presidential-actions/proclamation-suspension-entry-immigrants-nonimmigrants-certain-additional-persons-pose-risk-transmitting-novel-coronavirus/
Press Briefing by Press Secretary Kayleigh McEnany, Press Briefings, None,                 May 23  2020, https://www.whitehouse.gov/briefings-statements/press-briefing-press-secretary-kayleigh-mcenany-052220/
Presidential Message on Eid al-Fitr  2020, Statements & Releases, None,                 May 23  2020, https://www.whitehouse.gov/briefings-statements/presidential-message-eid-al-fitr-2020/
Remarks by President Trump at Rolling to Remember Ceremony: Honoring our Nation’s Veterans and POW/MIA, Remarks, None,                 May 22  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-rolling-remember-ceremony-honoring-nations-veterans-pow-mia/
Proclamation on Honoring the Victims of the Novel Coronavirus Pandemic, Healthcare, None,                 May 22  2020, https://www.whitehouse.gov/presidential-actions/proclamation-honoring-victims-novel-coronavirus-pandemic/
Remarks by President Trump at Ford Rawsonville Components Plant, Remarks, None,                 May 21  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-ford-rawsonville-components-plant/
Proclamation on National Maritime Day  2020, Proclamations, None,                 May 21  2020, https://www.whitehouse.gov/presidential-actions/proclamation-national-maritime-day-2020/
Remarks by President Trump During Tour of Ford Rawsonville Components Plant, Remarks, None,                 May 21  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-tour-ford-rawsonville-components-plant/
Proclamation on Prayer for Peace  Memorial Day  2020, Proclamations, None,                 May 21  2020, https://www.whitehouse.gov/presidential-actions/proclamation-prayer-peace-memorial-day-2020/
Remarks by President Trump in Listening Session with African American Leaders | Ypsilanti  MI, Remarks, None,                 May 21  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-listening-session-african-american-leaders-ypsilanti-mi/
President Donald J Trump Approves Michigan Emergency Declaration, Statements & Releases, None,                 May 21  2020, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-approves-michigan-emergency-declaration/
Remarks by President Trump Before Marine One Departure, Remarks, None,                 May 21  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-marine-one-departure-92/
President Donald J Trump Approves Alabama Disaster Declaration, Statements & Releases, None,                 May 21  2020, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-approves-alabama-disaster-declaration-7/
Ten Nominations Sent to the Senate, Nominations & Appointments, None,                 May 21  2020, https://www.whitehouse.gov/presidential-actions/ten-nominations-sent-senate-4/
Text of a Letter to Certain Congressional Committees on the United States Strategic Approach to the People’s Republic of China, Statements & Releases, None,                 May 21  2020, https://www.whitehouse.gov/briefings-statements/text-letter-certain-congressional-committees-united-states-strategic-approach-peoples-republic-china/
Remarks by President Trump in a Meeting with Governor Hutchinson of Arkansas and Governor Kelly of Kansas, Remarks, None,                 May 20  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-meeting-governor-hutchinson-arkansas-governor-kelly-kansas/
Press Briefing by Press Secretary Kayleigh McEnany, Press Briefings, None,                 May 20  2020, https://www.whitehouse.gov/briefings-statements/press-briefing-press-secretary-kayleigh-mcenany-052020/
President Donald J Trump Announces Appointments for the Executive Office of the President, Nominations & Appointments, None,                 May 20  2020, https://www.whitehouse.gov/presidential-actions/president-donald-j-trump-announces-appointments-executive-office-president-7/
Readout from the State and Local Stakeholder Call on COVID-19 Response, Statements & Releases, None,                 May 20  2020, https://www.whitehouse.gov/briefings-statements/readout-state-local-stakeholder-call-covid-19-response/
President Donald J Trump Announces Judicial Nominee, Nominations & Appointments, None,                 May 20  2020, https://www.whitehouse.gov/presidential-actions/president-donald-j-trump-announces-judicial-nominee-6/
Remarks by Vice President Pence After Visiting with Westminster Baldwin Park Leadership | Orlando  FL, Remarks, None,                 May 20  2020, https://www.whitehouse.gov/briefings-statements/remarks-vice-president-pence-visiting-westminster-baldwin-park-leadership-orlando-fl/
Memorandum on Providing Continued Federal Support for Governors’ Use of the National Guard to Respond to COVID-19 and to Facilitate Economic Recovery, Presidential Memoranda, None,                 May 20  2020, https://www.whitehouse.gov/presidential-actions/memorandum-providing-continued-federal-support-governors-use-national-guard-respond-covid-19-facilitate-economic-recovery-3/
Text of a Notice on the Continuation of the National Emergency with Respect to the Stabilization of Iraq, Statements & Releases, None,                 May 20  2020, https://www.whitehouse.gov/briefings-statements/text-notice-continuation-national-emergency-respect-stabilization-iraq-2/
Text of a Letter from the President to the Speaker of the House of Representatives and the President of the Senate, Statements & Releases, None,                 May 20  2020, https://www.whitehouse.gov/briefings-statements/text-letter-president-speaker-house-representatives-president-senate-78/
Presidential Message on Cuban Independence Day  2020, Statements & Releases, None,                 May 20  2020, https://www.whitehouse.gov/briefings-statements/presidential-message-cuban-independence-day-2020/
Remarks by President Trump in Cabinet Meeting, Remarks, None,                 May 19  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-cabinet-meeting-17/
Executive Order on Regulatory Relief to Support Economic Recovery, Executive Orders, None,                 May 19  2020, https://www.whitehouse.gov/presidential-actions/executive-order-regulatory-relief-support-economic-recovery/
Remarks by President Trump on Supporting our Nation’s Farmers  Ranchers  and Food Supply Chain, Remarks, None,                 May 19  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-supporting-nations-farmers-ranchers-food-supply-chain/
Seven Nominations and One Withdrawal Sent to the Senate, Nominations & Appointments, None,                 May 19  2020, https://www.whitehouse.gov/presidential-actions/seven-nominations-one-withdrawal-sent-senate/
Remarks by President Trump After Senate GOP Policy Lunch | US Capitol, Remarks, None,                 May 19  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-senate-gop-policy-lunch-u-s-capitol/
Second Lady Karen Pence Highlights Mental Health Awareness at Great Smoky Mountain National Park Second Phase Reopening, Statements & Releases, None,                 May 19  2020, https://www.whitehouse.gov/briefings-statements/second-lady-karen-pence-highlights-mental-health-awareness-great-smoky-mountain-national-park-second-phase-reopening/
Remarks by Vice President Pence at the 7th Meeting of the National Space Council, Remarks, None,                 May 19  2020, https://www.whitehouse.gov/briefings-statements/remarks-vice-president-pence-7th-meeting-national-space-council/
Remarks by President Trump in a Roundtable with Restaurant Executives and Industry Leaders, Remarks, None,                 May 18  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-roundtable-restaurant-executives-industry-leaders/
Readout from the Governors Briefing on COVID-19 Response & Ensuring the Well-Being of All Americans, Statements & Releases, None,                 May 18  2020, https://www.whitehouse.gov/briefings-statements/readout-governors-briefing-covid-19-response-ensuring-well-americans/
Remarks by President Trump in a Meeting on Opportunity Zones, Remarks, None,                 May 18  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-meeting-opportunity-zones/
President Donald J Trump Announces Intent to Nominate Individuals to Key Administration Posts, Nominations & Appointments, None,                 May 18  2020, https://www.whitehouse.gov/presidential-actions/president-donald-j-trump-announces-intent-nominate-individuals-key-administration-posts-30/
Remarks by President Trump After Marine One Arrival, Remarks, None,                 May 17  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-marine-one-arrival-7/
Proclamation on World Trade Week  2020, Proclamations, None,                 May 15  2020, https://www.whitehouse.gov/presidential-actions/proclamation-world-trade-week-2020/
Proclamation on National Safe Boating Week  2020, Proclamations, None,                 May 15  2020, https://www.whitehouse.gov/presidential-actions/proclamation-national-safe-boating-week-2020/
Remarks by President Trump at Presidential Recognition Ceremony: Hard Work  Heroism  and Hope, Remarks, None,                 May 15  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-presidential-recognition-ceremony-hard-work-heroism-hope-2/
Press Briefing by Press Secretary Kayleigh McEnany, Press Briefings, None,                 May 15  2020, https://www.whitehouse.gov/briefings-statements/press-briefing-press-secretary-kayleigh-mcenany-051520/
Press Briefing by Press Secretary Kayleigh McEnany, Press Briefings, None,                 May 15  2020, https://www.whitehouse.gov/briefings-statements/press-briefing-press-secretary-kayleigh-mcenany-2/
Remarks by President Trump Before Marine One Departure, Remarks, None,                 May 15  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-marine-one-departure-91/
Remarks by President Trump at Presentation of the United States Space Force Flag and Signing of an Armed Forces Day Proclamation, Remarks, None,                 May 15  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-presentation-united-states-space-force-flag-signing-armed-forces-day-proclamation/
President Donald J Trump Announces Intent to Nominate Individuals to Key Administration Posts, Nominations & Appointments, None,                 May 15  2020, https://www.whitehouse.gov/presidential-actions/president-donald-j-trump-announces-intent-nominate-individuals-key-administration-posts-29/
Proclamation on Emergency Medical Services Week  2020, Proclamations, None,                 May 15  2020, https://www.whitehouse.gov/presidential-actions/proclamation-emergency-medical-services-week-2020/
New Members of the White House Coronavirus Task Force Announced, Statements & Releases, None,                 May 15  2020, https://www.whitehouse.gov/briefings-statements/new-members-white-house-coronavirus-task-force-announced/
Remarks by President Trump on Vaccine Development, Remarks, None,                 May 15  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-vaccine-development/
EO on the Establishment of the Forced Labor Enforcement Task Force Under Section 741 of the United States-Mexico-Canada Agreement Implementation Act, Executive Orders, None,                 May 15  2020, https://www.whitehouse.gov/presidential-actions/eo-establishment-forced-labor-enforcement-task-force-section-741-united-states-mexico-canada-agreement-implementation-act/
Proclamation on Armed Forces Day  2020, Proclamations, None,                 May 15  2020, https://www.whitehouse.gov/presidential-actions/proclamation-armed-forces-day-2020/
White House Announces Comment Period for Emerging Drug Threats Criteria, Statements & Releases, None,                 May 15  2020, https://www.whitehouse.gov/briefings-statements/white-house-announces-comment-period-emerging-drug-threats-criteria/
Remarks by President Trump at Owens & Minor  Inc Distribution Center | Allentown  PA, Remarks, None,                 May 14  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-owens-minor-inc-distribution-center-allentown-pa/
Three Nominations Sent to the Senate, Nominations & Appointments, None,                 May 14  2020, https://www.whitehouse.gov/presidential-actions/three-nominations-sent-senate-8/
EO on Delegating Authority Under the DPA to the CEO of the US International Development Finance Corporation to Respond to the COVID-19 Outbreak, Executive Orders, None,                 May 14  2020, https://www.whitehouse.gov/presidential-actions/eo-delegating-authority-dpa-ceo-u-s-international-development-finance-corporation-respond-covid-19-outbreak/
President Donald J Trump Is Ensuring We Have the Strong National Stockpile and Industrial Base Needed to Meet Any Challenge, Fact Sheets, None,                 May 14  2020, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-ensuring-strong-national-stockpile-industrial-base-needed-meet-challenge/
Remarks by President Trump Before Marine One Departure, Remarks, None,                 May 14  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-marine-one-departure-90/
President Donald J Trump Announces Judicial Nominees, Nominations & Appointments, None,                 May 14  2020, https://www.whitehouse.gov/presidential-actions/president-donald-j-trump-announces-judicial-nominees-13/
Remarks by President Trump in a Meeting with Governor Polis of Colorado and Governor Burgum of North Dakota, Remarks, None,                 May 13  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-meeting-governor-polis-colorado-governor-burgum-north-dakota/
Readout from the Vice President’s Discussion with Higher Education Leaders, Statements & Releases, None,                 May 13  2020, https://www.whitehouse.gov/briefings-statements/readout-vice-presidents-discussion-higher-education-leaders/
President Donald J Trump Is Committed to Providing Support to Underserved Communities Impacted By the Coronavirus Pandemic, Fact Sheets, None,                 May 13  2020, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-committed-providing-support-underserved-communities-impacted-coronavirus-pandemic/
Text of a Letter from the President to the Speaker of the House of Representatives and the President of the Senate, Statements & Releases, None,                 May 13  2020, https://www.whitehouse.gov/briefings-statements/text-letter-president-speaker-house-representatives-president-senate-77/
Text of a Notice on the Continuation of the National Emergency on Securing the Information and Communications Technology and Services Supply Chain, Statements & Releases, None,                 May 13  2020, https://www.whitehouse.gov/briefings-statements/text-notice-continuation-national-emergency-securing-information-communications-technology-services-supply-chain/
Memorandum on the Delegation of Functions and Authorities under Section 1260J of the National Defense Authorization Act for Fiscal Year 2020, Presidential Memoranda, None,                 May 12  2020, https://www.whitehouse.gov/presidential-actions/memorandum-delegation-functions-authorities-section-1260j-national-defense-authorization-act-fiscal-year-2020/
Press Briefing by Press Secretary Kayleigh McEnany, Press Briefings, None,                 May 12  2020, https://www.whitehouse.gov/briefings-statements/press-briefing-press-secretary-kayleigh-mcenany-051220/
Remarks by President Trump in a Press Briefing on COVID-19 Testing, Press Briefings, None,                 May 11  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-press-briefing-covid-19-testing/
The United States Has Built the World’s Leading Coronavirus Testing System, Fact Sheets, None,                 May 11  2020, https://www.whitehouse.gov/briefings-statements/united-states-built-worlds-leading-coronavirus-testing-system/
President Donald J Trump Announces Intent to Nominate and Appoint Individuals to Key Administration Posts, Nominations & Appointments, None,                 May 11  2020, https://www.whitehouse.gov/presidential-actions/president-donald-j-trump-announces-intent-nominate-appoint-individuals-key-administration-posts-39/
ONDCP Director Carroll’s Statement on National Police Week, Statements & Releases, None,                 May 11  2020, https://www.whitehouse.gov/briefings-statements/ondcp-director-carrolls-statement-national-police-week/
Presidential Message on National Women’s Health Week  2020, Statements & Releases, None,                 May 10  2020, https://www.whitehouse.gov/briefings-statements/presidential-message-national-womens-health-week-2020/
Remarks by President Trump During a Meeting with Senior Military Leadership and National Security Team, Remarks, None,                 May 9  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-meeting-senior-military-leadership-national-security-team/
President Donald J Trump Approves Arkansas Disaster Declaration, Statements & Releases, None,                 May 9  2020, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-approves-arkansas-disaster-declaration-4/
Proclamation on National Charter Schools Week  2020, Proclamations, None,                 May 8  2020, https://www.whitehouse.gov/presidential-actions/proclamation-national-charter-schools-week-2020/
Proclamation on National Defense Transportation Day and National Transportation Week, Proclamations, None,                 May 8  2020, https://www.whitehouse.gov/presidential-actions/proclamation-national-defense-transportation-day-national-transportation-week/
Remarks by Vice President Pence in Discussion with Faith Leaders | Urbandale  IA, Remarks, None,                 May 8  2020, https://www.whitehouse.gov/briefings-statements/remarks-vice-president-pence-discussion-faith-leaders-urbandale-ia/
Proclamation on Peace Officers Memorial Day and Police Week  2020, Proclamations, None,                 May 8  2020, https://www.whitehouse.gov/presidential-actions/proclamation-peace-officers-memorial-day-police-week-2020/
Proclamation on Mother’s Day  2020, Proclamations, None,                 May 8  2020, https://www.whitehouse.gov/presidential-actions/proclamation-mothers-day-2020/
Remarks by President Trump in Meeting with Republican Members of Congress, Remarks, None,                 May 8  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-meeting-republican-members-congress/
Memo on Providing Continued Federal Support for Governors’ Use of the National Guard to Respondto Covid-19 and to Facilitate Economic Recovery, Presidential Memoranda, None,                 May 8  2020, https://www.whitehouse.gov/presidential-actions/memo-providing-continued-federal-support-governors-use-national-guard-respondto-covid-19-facilitate-economic-recovery/
President Donald J Trump Approves North Carolina Disaster Declaration, Statements & Releases, None,                 May 8  2020, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-approves-north-carolina-disaster-declaration-5/
President Donald J Trump Approves Seminole Tribe of Florida Disaster Declaration, Statements & Releases, None,                 May 8  2020, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-approves-seminole-tribe-florida-disaster-declaration/
Press Briefing by Press Secretary Kayleigh McEnany, Press Briefings, None,                 May 8  2020, https://www.whitehouse.gov/briefings-statements/press-briefing-press-secretary-kayleigh-mcenany-050820/
April’s Job Losses Show Many Workers Are Still Connected to Their Employers, Economy & Jobs, None,                 May 8  2020, https://www.whitehouse.gov/articles/aprils-job-losses-show-many-workers-still-connected-employers/
