title, statement, issue, date, link
Statements on Decline in Drug Overdose Deaths, Statements & Releases, None,                 Jan 30  2020, https://www.whitehouse.gov/briefings-statements/statements-decline-drug-overdose-deaths/
United States GDP Growth Continues Exceeding Expectations, Economy & Jobs, None,                 Jan 30  2020, https://www.whitehouse.gov/articles/united-states-gdp-growth-continues-exceeding-expectations/
Statement from the Press Secretary Regarding the President’s Coronavirus Task Force, Statements & Releases, None,                 Jan 29  2020, https://www.whitehouse.gov/briefings-statements/statement-press-secretary-regarding-presidents-coronavirus-task-force/
Text of a Message to the Congress on Emergency Funding Designations, Statements & Releases, None,                 Jan 29  2020, https://www.whitehouse.gov/briefings-statements/text-message-congress-emergency-funding-designations/
Reactions: Worldwide Support Grows for President Trump’s Bold Middle East Peace Vision, Foreign Policy, None,                 Jan 29  2020, https://www.whitehouse.gov/articles/reactions-worldwide-support-grows-president-trumps-bold-middle-east-peace-vision/
Remarks by President Trump at a Signing Ceremony for the United States-Mexico-Canada Trade Agreement, Remarks, None,                 Jan 29  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-signing-ceremony-united-states-mexico-canada-trade-agreement/
Bill Announcement, Statements & Releases, None,                 Jan 29  2020, https://www.whitehouse.gov/briefings-statements/bill-announcement-79/
President Donald J Trump’s United States-Mexico-Canada Agreement Delivers a Historic Win for American Workers, Fact Sheets, None,                 Jan 29  2020, https://www.whitehouse.gov/briefings-statements/president-donald-j-trumps-united-states-mexico-canada-agreement-delivers-historic-win-american-workers/
Presidential Memorandum on the Delegation of Certain Authority under the Federal Service Labor-Management Relations Statute, Presidential Memoranda, None,                 Jan 29  2020, https://www.whitehouse.gov/presidential-actions/presidential-memorandum-delegation-certain-authority-federal-service-labor-management-relations-statute/
Remarks by Vice President Pence at the Wisconsin School Choice Student Showcase, Remarks, None,                 Jan 28  2020, https://www.whitehouse.gov/briefings-statements/remarks-vice-president-pence-wisconsin-school-choice-student-showcase/
Remarks by President Trump and Prime Minister Netanyahu of the State of Israel in Joint Statements, Remarks, None,                 Jan 28  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-prime-minister-netanyahu-state-israel-joint-statements/
Ten Nominations Sent to the Senate, Nominations & Appointments, None,                 Jan 28  2020, https://www.whitehouse.gov/presidential-actions/ten-nominations-sent-senate-3/
President Donald J Trump’s Vision for Peace  Prosperity  and a Brighter Future for Israel and the Palestinian People, Fact Sheets, None,                 Jan 28  2020, https://www.whitehouse.gov/briefings-statements/president-donald-j-trumps-vision-peace-prosperity-brighter-future-israel-palestinian-people/
President Donald J Trump Announces Intent to Nominate and Appoint the Following Individuals to Key Administration Posts, Nominations & Appointments, None,                 Jan 28  2020, https://www.whitehouse.gov/presidential-actions/president-donald-j-trump-announces-intent-nominate-appoint-following-individuals-key-administration-posts/
Statement from the Press Secretary on Supreme Court Victory, Statements & Releases, None,                 Jan 27  2020, https://www.whitehouse.gov/briefings-statements/statement-press-secretary-supreme-court-victory/
Bill Announcement, Statements & Releases, None,                 Jan 27  2020, https://www.whitehouse.gov/briefings-statements/bill-announcement-78/
Remarks by Vice President Pence at the White House Initiative on Asian Americans and Pacific Islanders Lunar New Year Celebration, Remarks, None,                 Jan 27  2020, https://www.whitehouse.gov/briefings-statements/remarks-vice-president-pence-white-house-initiative-asian-americans-pacific-islanders-lunar-new-year-celebration/
Remarks by President Trump and Prime Minister Netanyahu of the State of Israel Upon Arrival, Remarks, None,                 Jan 27  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-prime-minister-netanyahu-state-israel-upon-arrival/
Remarks by President Trump and Prime Minister Netanyahu of the State of Israel Before Bilateral Meeting, Remarks, None,                 Jan 27  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-prime-minister-netanyahu-state-israel-bilateral-meeting/
Presidential Message on International Holocaust Remembrance Day  2020, Statements & Releases, None,                 Jan 27  2020, https://www.whitehouse.gov/briefings-statements/presidential-message-international-holocaust-remembrance-day-2020/
Remarks by Vice President Pence to US Troops, Remarks, None,                 Jan 25  2020, https://www.whitehouse.gov/briefings-statements/remarks-vice-president-pence-u-s-troops/
Proclamation on National School Choice Week  2020, Proclamations, None,                 Jan 24  2020, https://www.whitehouse.gov/presidential-actions/proclamation-national-school-choice-week-2020/
Proclamation on Adjusting Imports of Derivative Aluminum Articles and Derivative Steel Articles into the United States, Proclamations, None,                 Jan 24  2020, https://www.whitehouse.gov/presidential-actions/proclamation-adjusting-imports-derivative-aluminum-articles-derivative-steel-articles-united-states/
Remarks by President Trump to the Nation’s Mayors on Transforming America’s Communities, Remarks, None,                 Jan 24  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-nations-mayors-transforming-americas-communities/
Bill Announcement, Statements & Releases, None,                 Jan 24  2020, https://www.whitehouse.gov/briefings-statements/bill-announcement-77/
Remarks by Vice President Pence in a Press Gaggle, Remarks, None,                 Jan 24  2020, https://www.whitehouse.gov/briefings-statements/remarks-vice-president-pence-press-gaggle-8/
Remarks by President Trump at the 47th Annual March for Life, Remarks, None,                 Jan 24  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-47th-annual-march-life/
Remarks by Vice President Pence at a Military Spouses Reception | Rome  Italy, Remarks, None,                 Jan 24  2020, https://www.whitehouse.gov/briefings-statements/remarks-vice-president-pence-military-spouses-reception-rome-italy/
Proclamation on National Day Of Remembrance Of The 75th Anniversary Of The Liberation Of Auschwitz  2020, Proclamations, None,                 Jan 24  2020, https://www.whitehouse.gov/presidential-actions/proclamation-national-day-remembrance-75th-anniversary-liberation-auschwitz-2020/
Remarks by Vice President Pence and President Mattarella of the Italian Republic Before Bilateral Meeting | Rome  Italy, Remarks, None,                 Jan 24  2020, https://www.whitehouse.gov/briefings-statements/remarks-vice-president-pence-president-mattarella-italian-republic-bilateral-meeting-rome-italy/
Presidential Message on Lunar New Year  2020, Statements & Releases, None,                 Jan 24  2020, https://www.whitehouse.gov/briefings-statements/presidential-message-lunar-new-year-2020/
Remarks by President Trump in a Press Gaggle Aboard Air Force One, Remarks, None,                 Jan 23  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-press-gaggle-aboard-air-force-one-4/
Remarks by Vice President Pence and Prime Minister Netanyahu of the State of Israel After Bilateral Meeting, Remarks, None,                 Jan 23  2020, https://www.whitehouse.gov/briefings-statements/remarks-vice-president-pence-prime-minister-netanyahu-state-israel-bilateral-meeting/
Proclamation to Further Facilitate Positive Adjustment to Competition from Imports of Large Residential Washers, Proclamations, None,                 Jan 23  2020, https://www.whitehouse.gov/presidential-actions/proclamation-facilitate-positive-adjustment-competition-imports-large-residential-washers/
President Donald J Trump Is Taking Action to End Birth Tourism  Protect National Security  and Curb the Abuse of Public Resources, Fact Sheets, None,                 Jan 23  2020, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-taking-action-end-birth-tourism-protect-national-security-curb-abuse-public-resources/
Remarks by Vice President Pence and Prime Minister Netanyahu of the State of Israel After Bilateral Meeting | Jerusalem  Israel, Remarks, None,                 Jan 23  2020, https://www.whitehouse.gov/briefings-statements/remarks-vice-president-pence-prime-minister-netanyahu-state-israel-bilateral-meeting-jerusalem-israel/
Statement from the Press Secretary Regarding the Visit of Prime Minister Benjamin Netanyahu of Israel, Statements & Releases, None,                 Jan 23  2020, https://www.whitehouse.gov/briefings-statements/statement-press-secretary-regarding-visit-prime-minister-benjamin-netanyahu-israel/
Statement from the Press Secretary Regarding Birth Tourism Visa Regulation Rule Change, Statements & Releases, None,                 Jan 23  2020, https://www.whitehouse.gov/briefings-statements/statement-press-secretary-regarding-birth-tourism-visa-regulation-rule-change/
Remarks by Vice President Pence at the Fifth World Holocaust Forum | Jerusalem  Israel, Remarks, None,                 Jan 23  2020, https://www.whitehouse.gov/briefings-statements/remarks-vice-president-pence-fifth-world-holocaust-forum-jerusalem-israel/
Remarks by President Trump in Press Conference | Davos  Switzerland, Remarks, None,                 Jan 22  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-press-conference-davos-switzerland/
Remarks by President Trump and President Salih of the Republic of Iraq Before Bilateral Meeting | Davos  Switzerland, Remarks, None,                 Jan 22  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-president-salih-republic-iraq-bilateral-meeting-davos-switzerland/
Remarks by President Trump and President Barzani of the Kurdistan Regional Government Before Bilateral Meeting | Davos  Switzerland, Remarks, None,                 Jan 22  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-president-barzani-kurdistan-regional-government-bilateral-meeting-davos-switzerland/
Proclamation on National Sanctity of Human Life Day  2020, Proclamations, None,                 Jan 21  2020, https://www.whitehouse.gov/presidential-actions/proclamation-national-sanctity-human-life-day-2020/
Remarks by President Trump at a Dinner with Global Chief Executive Officers | Davos  Switzerland, Remarks, None,                 Jan 21  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-dinner-global-chief-executive-officers-davos-switzerland/
President Donald J Trump Approves North Dakota Disaster Declaration, Statements & Releases, None,                 Jan 21  2020, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-approves-north-dakota-disaster-declaration-2/
Remarks by President Trump and Prime Minister Khan of the Islamic Republic of Pakistan Before Bilateral Meeting | Davos  Switzerland, Remarks, None,                 Jan 21  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-prime-minister-khan-islamic-republic-pakistan-bilateral-meeting-davos-switzerland/
Remarks by President Trump and President Sommaruga of the Swiss Confederation Before Bilateral Meeting | Davos  Switzerland, Remarks, None,                 Jan 21  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-president-sommaruga-swiss-confederation-bilateral-meeting-davos-switzerland/
Remarks by President Trump at the World Economic Forum | Davos  Switzerland, Remarks, None,                 Jan 21  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-world-economic-forum-davos-switzerland/
Remarks by President Trump and President Von Der Leyen of the European Commission Before Bilateral Meeting | Davos  Switzerland, Remarks, None,                 Jan 21  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-president-von-der-leyen-european-commission-bilateral-meeting-davos-switzerland/
Statement from the Press Secretary Announcing Congressional Members of the President’s Impeachment Team, Statements & Releases, None,                 Jan 20  2020, https://www.whitehouse.gov/briefings-statements/statement-press-secretary-announcing-congressional-members-presidents-impeachment-team/
Trial Memorandum of President Donald J Trump, Statements & Releases, None,                 Jan 20  2020, https://www.whitehouse.gov/briefings-statements/trial-memorandum-president-donald-j-trump/
Martin Luther King  Jr  Model of an American Patriot, Jan 20, 2020, None,                 Jan 20  2020, https://www.whitehouse.gov/articles/martin-luther-king-jr-model-american-patriot/
Remarks by President Trump at the American Farm Bureau Federation Annual Convention and Trade Show, Statements & Releases, None,                 Jan 19  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-american-farm-bureau-federation-annual-convention-trade-show/
Statement from the President on the 60th Anniversary of the United States-Japan Treaty of Mutual Cooperation and Security, Statements & Releases, None,                 Jan 18  2020, https://www.whitehouse.gov/briefings-statements/statement-president-60th-anniversary-united-states-japan-treaty-mutual-cooperation-security/
Answer of President Donald J Trump, Law & Justice, None,                 Jan 18  2020, https://www.whitehouse.gov/briefings-statements/answer-president-donald-j-trump/
Statement from the Press Secretary Announcing the President’s Senate Trial Counsel, Statements & Releases, None,                 Jan 17  2020, https://www.whitehouse.gov/briefings-statements/statement-press-secretary-announcing-presidents-senate-trial-counsel/
Bill Announcement, Statements & Releases, None,                 Jan 17  2020, https://www.whitehouse.gov/briefings-statements/bill-announcement-76/
Proclamation on Martin Luther King  Jr  Federal Holiday  2020, Proclamations, None,                 Jan 17  2020, https://www.whitehouse.gov/presidential-actions/proclamation-martin-luther-king-jr-federal-holiday-2020/
President Donald J Trump Approves Vermont Disaster Declaration, Statements & Releases, None,                 Jan 17  2020, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-approves-vermont-disaster-declaration-5/
Remarks by President Trump Welcoming the 2019 College Football National Champions: Louisiana State University Tigers, Remarks, None,                 Jan 17  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-welcoming-2019-college-football-national-champions-louisiana-state-university-tigers/
WTAS: Support for President Donald J Trump’s Phase One Trade Agreement With China, News Clips, None,                 Jan 17  2020, https://www.whitehouse.gov/briefings-statements/wtas-support-president-donald-j-trumps-phase-one-trade-agreement-china/
A Partisan Impeachment  a Profile in Courage, By:
Michael R. Pence, None,                 Jan 16  2020, https://www.whitehouse.gov/articles/partisan-impeachment-profile-courage/
Statement from the Press Secretary Regarding Senate Passage of the USMCA, Statements & Releases, None,                 Jan 16  2020, https://www.whitehouse.gov/briefings-statements/statement-press-secretary-regarding-senate-passage-usmca/
President Donald J Trump Announces Intent to Nominate Individuals to Key Administration Posts, Nominations & Appointments, None,                 Jan 16  2020, https://www.whitehouse.gov/presidential-actions/president-donald-j-trump-announces-intent-nominate-individuals-key-administration-posts-26/
Remarks by President Trump on the Announcement of Guidance on Constitutional Prayer in Public Schools, Remarks, None,                 Jan 16  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-announcement-guidance-constitutional-prayer-public-schools/
President Donald J Trump Approves Puerto Rico Disaster Declaration, Statements & Releases, None,                 Jan 16  2020, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-approves-puerto-rico-disaster-declaration-3/
President Donald J Trump is Safeguarding the Right to Religious Freedom for Students and Organizations, Fact Sheets, None,                 Jan 16  2020, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-safeguarding-right-religious-freedom-students-organizations/
Proclamation on Religious Freedom Day  2020, Proclamations, None,                 Jan 15  2020, https://www.whitehouse.gov/presidential-actions/proclamation-religious-freedom-day-2020/
Statement by the Press Secretary on the Injunction Prohibiting Responsible Refugee Resettlement, Statements & Releases, None,                 Jan 15  2020, https://www.whitehouse.gov/briefings-statements/statement-press-secretary-injunction-prohibiting-responsible-refugee-resettlement/
The Blue-Collar Labor Boom Reduces Inequality, Economy & Jobs, None,                 Jan 15  2020, https://www.whitehouse.gov/articles/blue-collar-labor-boom-reduces-inequality/
Remarks by President Trump at Signing of the US-China Phase One Trade Agreement, Remarks, None,                 Jan 15  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-signing-u-s-china-phase-one-trade-agreement-2/
Remarks by President Trump in Luncheon with Vice Premier Liu He of the People’s Republic of China, Remarks, None,                 Jan 15  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-luncheon-vice-premier-liu-peoples-republic-china/
Remarks by President Trump After Signing the US-China Phase One Trade Agreement, Remarks, None,                 Jan 15  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-signing-u-s-china-phase-one-trade-agreement/
President Donald J Trump Announces Judicial Nominee, Nominations & Appointments, None,                 Jan 15  2020, https://www.whitehouse.gov/presidential-actions/president-donald-j-trump-announces-judicial-nominee-2/
President Donald J Trump is Signing a Landmark Phase One Trade Agreement with China, Fact Sheets, None,                 Jan 15  2020, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-signing-landmark-phase-one-trade-agreement-china/
President Donald J Trump Announces Intent to Nominate and Designate Individuals to Key Administration Posts, Nominations & Appointments, None,                 Jan 14  2020, https://www.whitehouse.gov/presidential-actions/president-donald-j-trump-announces-intent-nominate-designate-individuals-key-administration-posts/
President Trump Announces Presidential Delegation to Muscat  Oman to Pay Respects upon the Death of His Majesty Sultan Qaboos bin Said Al-Said, Statements & Releases, None,                 Jan 13  2020, https://www.whitehouse.gov/briefings-statements/president-trump-announces-presidential-delegation-muscat-oman-pay-respects-upon-death-majesty-sultan-qaboos-bin-said-al-said/
Remarks by President Trump Before Marine One Departure, Remarks, None,                 Jan 13  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-marine-one-departure-81/
Statement from President Donald J Trump on the Passing of Sultan Qaboos Bin Sa’id Al Sa’id of Oman, Statements & Releases, None,                 Jan 11  2020, https://www.whitehouse.gov/briefings-statements/statement-president-donald-j-trump-passing-sultan-qaboos-bin-said-al-said-oman/
Press Briefing by Secretary of State Mike Pompeo and Secretary of the Treasury Steven Mnuchin on Iran Sanctions, Press Briefings, None,                 Jan 10  2020, https://www.whitehouse.gov/briefings-statements/press-briefing-secretary-state-mike-pompeo-secretary-treasury-steven-mnuchin-iran-sanctions/
Statement from President Donald J Trump Regarding Executive Order to Impose Sanctions with Respect to Additional Sectors of Iran, Statements & Releases, None,                 Jan 10  2020, https://www.whitehouse.gov/briefings-statements/statement-president-donald-j-trump-regarding-executive-order-impose-sanctions-respect-additional-sectors-iran/
Executive Order on Imposing Sanctions with Respect to Additional Sectors of Iran, Executive Orders, None,                 Jan 10  2020, https://www.whitehouse.gov/presidential-actions/executive-order-imposing-sanctions-respect-additional-sectors-iran/
Message to the Congress on Imposing Sanctions with Respect to Additional Sectors of Iran, Statements & Releases, None,                 Jan 10  2020, https://www.whitehouse.gov/briefings-statements/message-congress-imposing-sanctions-respect-additional-sectors-iran/
Jobs Report Shows Booming Labor Force Is Bringing Americans Off the Sidelines, Economy & Jobs, None,                 Jan 10  2020, https://www.whitehouse.gov/articles/jobs-report-shows-booming-labor-force-bringing-americans-off-sidelines/
The Economic Benefits of Improved Infrastructure Permitting, Economy & Jobs, None,                 Jan 9  2020, https://www.whitehouse.gov/articles/economic-benefits-improved-infrastructure-permitting/
Remarks by President Trump on Proposed National Environmental Policy Act Regulations, Remarks, None,                 Jan 9  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-proposed-national-environmental-policy-act-regulations/
Seven Nominations Sent to the Senate, Nominations & Appointments, None,                 Jan 9  2020, https://www.whitehouse.gov/presidential-actions/seven-nominations-sent-senate-5/
President Donald J Trump Is Committed to Modernizing Environmental Policies and Paving the Way for Vital Infrastructure Improvements, Fact Sheets, None,                 Jan 9  2020, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-committed-modernizing-environmental-policies-paving-way-vital-infrastructure-improvements/
Statement from the Press Secretary Regarding Border Wall Victory, Statements & Releases, None,                 Jan 9  2020, https://www.whitehouse.gov/briefings-statements/statement-press-secretary-regarding-border-wall-victory/
Remarks by Vice President Pence at Reception in Honor of the Prime Minister of the Hellenic Republic, Remarks, None,                 Jan 8  2020, https://www.whitehouse.gov/briefings-statements/remarks-vice-president-pence-reception-honor-prime-minister-hellenic-republic/
President Donald J Trump Announces Intent to Nominate Individual to Key Administration Post, Nominations & Appointments, None,                 Jan 8  2020, https://www.whitehouse.gov/presidential-actions/president-donald-j-trump-announces-intent-nominate-individual-key-administration-post-20/
President Trump Announces Presidential Delegation to the Republic of Guatemala to Attend the Inauguration of His Excellency Alejandro Giammattei Falla, Statements & Releases, None,                 Jan 8  2020, https://www.whitehouse.gov/briefings-statements/president-trump-announces-presidential-delegation-republic-guatemala-attend-inauguration-excellency-alejandro-giammattei-falla/
Remarks by President Trump on Iran, Remarks, None,                 Jan 8  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-iran/
President Donald J Trump Approves Puerto Rico Emergency Declaration, Statements & Releases, None,                 Jan 8  2020, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-approves-puerto-rico-emergency-declaration-4/
AI That Reflects American Values, Infrastructure & Technology, None,                 Jan 8  2020, https://www.whitehouse.gov/articles/ai-that-reflects-american-values/
Bill Announcement, Statements & Releases, None,                 Jan 7  2020, https://www.whitehouse.gov/briefings-statements/bill-announcement-75/
Remarks by President Trump and Prime Minister Mitsotakis of the Hellenic Republic Before Bilateral Meeting, Remarks, None,                 Jan 7  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-prime-minister-mitsotakis-hellenic-republic-bilateral-meeting/
President Donald J Trump Announces Intent to Nominate Individuals to Key Administration Posts, Nominations & Appointments, None,                 Jan 7  2020, https://www.whitehouse.gov/presidential-actions/president-donald-j-trump-announces-intent-nominate-individuals-key-administration-posts-25/
Presidential Determination on Waiving a Restriction on United States Assistance to Bolivia, Presidential Memoranda, None,                 Jan 6  2020, https://www.whitehouse.gov/presidential-actions/presidential-determination-waiving-restriction-united-states-assistance-bolivia/
President Donald J Trump Announces Intent to Nominate the Following Individual to a Key Administration Post, Nominations & Appointments, None,                 Jan 6  2020, https://www.whitehouse.gov/presidential-actions/president-donald-j-trump-announces-intent-nominate-following-individual-key-administration-post/
Twenty-one Nominations Sent to the Senate, Nominations & Appointments, None,                 Jan 6  2020, https://www.whitehouse.gov/presidential-actions/twenty-one-nominations-sent-senate/
Remarks by President Trump on the Killing of Qasem Soleimani, Remarks, None,                 Jan 3  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-killing-qasem-soleimani/
President Donald J Trump Announces Intent to Nominate Individuals to Key Administration Posts, Nominations & Appointments, None,                 Jan 3  2020, https://www.whitehouse.gov/presidential-actions/president-donald-j-trump-announces-intent-nominate-individuals-key-administration-posts-24/
Four Nominations Sent to the Senate, Nominations & Appointments, None,                 Jan 3  2020, https://www.whitehouse.gov/presidential-actions/four-nominations-sent-senate-2/
President Trump Announces Presidential Delegation to Switzerland to attend the World Economic Forum, Statements & Releases, None,                 Jan 1  2020, https://www.whitehouse.gov/briefings-statements/president-trump-announces-presidential-delegation-switzerland-attend-world-economic-forum-3/
Presidential Message on National Mentoring Month, Statements & Releases, None,                 Jan 1  2020, https://www.whitehouse.gov/briefings-statements/presidential-message-national-mentoring-month-2/
Presidential Message on the 50th Anniversary of the National Environmental Policy Act, Statements & Releases, None,                 Jan 1  2020, https://www.whitehouse.gov/briefings-statements/presidential-message-50th-anniversary-national-environmental-policy-act/
Presidential Message on National Biotechnology Month, Statements & Releases, None,                 Jan 1  2020, https://www.whitehouse.gov/briefings-statements/presidential-message-national-biotechnology-month/
Presidential Message on National Stalking Awareness Month, Statements & Releases, None,                 Jan 1  2020, https://www.whitehouse.gov/briefings-statements/presidential-message-national-stalking-awareness-month-2/
Remarks by President Trump Before New Year’s Eve Celebration, Remarks, None,                 Jan 1  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-new-years-eve-celebration/
Proclamation on National Slavery and Human Trafficking Prevention Month  2020, Proclamations, None,                 Dec 31  2019, https://www.whitehouse.gov/presidential-actions/proclamation-national-slavery-human-trafficking-prevention-month-2020/
President Donald J Trump Has Delivered Record Breaking Results For The American People In His First Three Years In Office, Fact Sheets, None,                 Dec 31  2019, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-delivered-record-breaking-results-american-people-first-three-years-office/
Statement from the Press Secretary Regarding the Signing of HR 777  The Debbie Smith Reauthorization Act of 2019, Statements & Releases, None,                 Dec 30  2019, https://www.whitehouse.gov/briefings-statements/statement-press-secretary-regarding-signing-h-r-777-debbie-smith-reauthorization-act-2019/
Statement from the Press Secretary Regarding the Signing of S 151  the Pallone-Thune TRACED Act, Statements & Releases, None,                 Dec 30  2019, https://www.whitehouse.gov/briefings-statements/statement-press-secretary-regarding-signing-s-151-pallone-thune-traced-act/
Bill Announcement, Statements & Releases, None,                 Dec 30  2019, https://www.whitehouse.gov/briefings-statements/bill-announcement-74/
Press Briefing by Secretary of State Mike Pompeo and Secretary of Defense Mark Esper | Palm Beach  FL, Remarks, None,                 Dec 30  2019, https://www.whitehouse.gov/briefings-statements/press-briefing-secretary-state-mike-pompeo-secretary-defense-mark-esper-palm-beach-fl/
ONDCP Announces 42 New Drug-Free Communities Grants Aimed at Preventing Youth Substance Use, Statements & Releases, None,                 Dec 27  2019, https://www.whitehouse.gov/briefings-statements/ondcp-announces-42-new-drug-free-communities-grants-aimed-preventing-youth-substance-use/
Executive Order on Adjustments of Certain Rates of Pay, Executive Orders, None,                 Dec 26  2019, https://www.whitehouse.gov/presidential-actions/executive-order-adjustments-certain-rates-pay-3/
Presidential Proclamation to take Certain Actions Under the African Growth and Opportunity Act and for Other Purposes, Proclamations, None,                 Dec 26  2019, https://www.whitehouse.gov/presidential-actions/presidential-proclamation-take-certain-actions-african-growth-opportunity-act-purposes-6/
Presidential Message on Kwanzaa, Statements & Releases, None,                 Dec 26  2019, https://www.whitehouse.gov/briefings-statements/presidential-message-kwanzaa-2/
Bill Announcement, Statements & Releases, None,                 Dec 25  2019, https://www.whitehouse.gov/briefings-statements/bill-announcement-73/
Remarks by President Trump During Video Teleconference with Members of the Military | Palm Beach  FL, Remarks, None,                 Dec 25  2019, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-video-teleconference-members-military-palm-beach-fl/
Presidential Message on Christmas, Statements & Releases, None,                 Dec 25  2019, https://www.whitehouse.gov/briefings-statements/presidential-message-christmas/
President Donald J Trump Announces Intent to Appoint the Following Individual to a Key Administration Post, Nominations & Appointments, None,                 Dec 23  2019, https://www.whitehouse.gov/presidential-actions/president-donald-j-trump-announces-intent-appoint-following-individual-key-administration-post/
Statement from the Press Secretary, Statements & Releases, None,                 Dec 23  2019, https://www.whitehouse.gov/briefings-statements/statement-press-secretary-106/
President Donald J Trump Announces Judicial Nominees, Nominations & Appointments, None,                 Dec 23  2019, https://www.whitehouse.gov/presidential-actions/president-donald-j-trump-announces-judicial-nominees-9/
Memorandum on Addressing Legal and Societal Barriers to Women’s Global Development and Prosperity, Presidential Memoranda, None,                 Dec 23  2019, https://www.whitehouse.gov/presidential-actions/memorandum-addressing-legal-societal-barriers-womens-global-development-prosperity/
Remarks by President Trump at Turning Point USA Student Action Summit | West Palm Beach  FL, Remarks, None,                 Dec 22  2019, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-turning-point-usa-student-action-summit-west-palm-beach-fl/
Presidential Message on Hanukkah 2019, Statements & Releases, None,                 Dec 22  2019, https://www.whitehouse.gov/briefings-statements/presidential-message-hanukkah-2019/
Bill Announcement, Statements & Releases, None,                 Dec 21  2019, https://www.whitehouse.gov/briefings-statements/bill-announcement-72/
Statement by the President, Statements & Releases, None,                 Dec 20  2019, https://www.whitehouse.gov/briefings-statements/statement-by-the-president-32/
President Donald J Trump Has Secured Critical Funding to Strengthen Our National Defense and Secure Our Borders, Fact Sheets, None,                 Dec 20  2019, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-secured-critical-funding-strengthen-national-defense-secure-borders/
Remarks by President Trump at Signing Ceremony for S1790  National Defense Authorization Act for Fiscal Year 2020, Remarks, None,                 Dec 20  2019, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-signing-ceremony-s-1790-national-defense-authorization-act-fiscal-year-2020/
Text of a Letter from the President to the Speaker of the House of Representatives and the President of the Senate, Statements & Releases, None,                 Dec 20  2019, https://www.whitehouse.gov/briefings-statements/text-letter-president-speaker-house-representatives-president-senate-63/
Letter from the President to the Speaker of the House of Representatives and the President of the Senate, Statements & Releases, None,                 Dec 20  2019, https://www.whitehouse.gov/briefings-statements/letter-president-speaker-house-representatives-president-senate/
Statement by the President, Statements & Releases, None,                 Dec 20  2019, https://www.whitehouse.gov/briefings-statements/statement-by-the-president-33/
Statement by the President, Statements & Releases, None,                 Dec 20  2019, https://www.whitehouse.gov/briefings-statements/statement-by-the-president-34/
Bill Announcement, Statements & Releases, None,                 Dec 20  2019, https://www.whitehouse.gov/briefings-statements/bill-announcement-70/
Bill Announcement, Statements & Releases, None,                 Dec 20  2019, https://www.whitehouse.gov/briefings-statements/bill-announcement-71/
Statement from the President Regarding Fiscal Year 2020 Appropriations Legislation, Statements & Releases, None,                 Dec 20  2019, https://www.whitehouse.gov/briefings-statements/statement-president-regarding-fiscal-year-2020-appropriations-legislation/
President Donald J Trump Is Fulfilling His Promise to Rebuild Our Nation’s Military and Support Our Troops, Fact Sheets, None,                 Dec 20  2019, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-fulfilling-promise-rebuild-nations-military-support-troops/
Two Years On  Tax Cuts Continue Boosting the United States Economy, Economy & Jobs, None,                 Dec 20  2019, https://www.whitehouse.gov/articles/two-years-tax-cuts-continue-boosting-united-states-economy/
